description,avg_gross_charge,description_clean
"DYNANITE NITINOL STAPLE,",2915.25,"dynanite nitinol staple,"
"DYNANITE PIP, STRAIGHT, 1",3505.75,"dynanite pip, straight, 1"
Debrisoft Wound Lolly,36.92,debrisoft wound lolly
Debrisoft Wound Removal P,36.58,debrisoft wound removal p
DiphenhydrAMINE (Original Strength) 1-0.1 % CREA,12.5,diphenhydramine (original strength) 1-0.1 % crea
DiphenhydrAMINE (XTRA Strength) 2-0.1 % CREA,12.5,diphenhydramine (xtra strength) 2-0.1 % crea
DiphenhydrAMINE 12.5 MG/5 ML LIQD,13.0,diphenhydramine 12.5 mg/5 ml liqd
DiphenhydrAMINE 25 MG TAB,2.0,diphenhydramine 25 mg tab
DiphenhydrAMINE 50 MG/ML VIAL,38.0,diphenhydramine 50 mg/ml vial
"Dressing, Contact",191.66,"dressing, contact"
EACH ADDL GESTATION 1ST T,450.25,each addl gestation 1st t
EACH ADDL GESTATION 2ND 3,649.0,each addl gestation 2nd 3
"ECHO 2D W M MODE, DOPPLER",2556.0,"echo 2d w m mode, doppler"
ECHO 2D W/MMODE LIMITED,1003.25,echo 2d w/mmode limited
ECONAZOLE 1 % CREA,31.0,econazole 1 % crea
"ECTRA KNIFE, RETROGRADE",132.39,"ectra knife, retrograde"
"ECTRA KNIFE, TRIANGLE",132.39,"ectra knife, triangle"
ECTRA PROCEDURE KIT,536.79,ectra procedure kit
EDUCATIONAL REHAB (PRIVAT,72.25,educational rehab (privat
EGD GUIDE WIRE INSERTION,793.5,egd guide wire insertion
EGD INFLATION SYSTEM,107.46,egd inflation system
EGD VARICES LIGATION,539.0,egd varices ligation
EGG CRATE PAD,22.19,egg crate pad
EKG,83.0,ekg
EKG - RHYTHM STRIP,190.25,ekg - rhythm strip
EKG - ROUTINE,348.75,ekg - routine
ELASTIC STOCKING KNEE LEN,6.96,elastic stocking knee len
ELASTIC STOCKING KNEE LGT,7.62,elastic stocking knee lgt
ELASTIC STOCKING THIGH LE,20.595,elastic stocking thigh le
ELASTIC STOCKING WAIST LE,125.0,elastic stocking waist le
"ELASTIC STOCKING, THIGH L",14.21,"elastic stocking, thigh l"
"ELASTIC STOCKING,KNEE LEN",7.035,"elastic stocking,knee len"
"ELASTIC STOCKING,THIGH LE",13.44,"elastic stocking,thigh le"
"ELASTIC STOCKING,WAIST LE",125.0,"elastic stocking,waist le"
"ELASTOPLAST BANDAGE, 3""",14.360000000000001,"elastoplast bandage, 3"""
ELBOW 2 VIEW LEFT,296.5,elbow 2 view left
ELBOW 2 VIEW RIGHT,296.5,elbow 2 view right
ELBOW 2 VIEWS,84.0,elbow 2 views
ELBOW 3 VIEW LEFT,357.75,elbow 3 view left
ELBOW 3 VIEW RIGHT,357.75,elbow 3 view right
"ELBOW ECRB, EDC REPAIR LA",1542.75,"elbow ecrb, edc repair la"
ELBOW SUPPORT EPITRAIN,127.75,elbow support epitrain
ELDORADO SPEECH SVC PER 1,15.0,eldorado speech svc per 1
ELDORADO SPEECH TRAVEL TI,10.0,eldorado speech travel ti
ELECTRICAL STIMULATION 1,97.25,electrical stimulation 1
ELECTRICAL STIMULATION EA,84.75,electrical stimulation ea
ELECTRODE CARDIOVERSION,105.77,electrode cardioversion
ELECTRODE PADS DEFIB,225.22,electrode pads defib
"ELECTRODE, ARTHROSCOPIC H",63.599999999999994,"electrode, arthroscopic h"
"ELECTRODE, PUNCTUATE",272.32,"electrode, punctuate"
ELECTRODES,25.62,electrodes
ELECTRODES CUTTING LOOPS,228.05000000000004,electrodes cutting loops
ELECTRODES ROLLER BALL,228.05000000000004,electrodes roller ball
ELECTROLYTE PANEL,151.75,electrolyte panel
ELETRIPTAN HBR 40 MG TAB,275.75,eletriptan hbr 40 mg tab
ELLIK EVACUATOR,83.75,ellik evacuator
ELUXADOLINE 100 MG TAB,134.75,eluxadoline 100 mg tab
ELUXADOLINE 75 MG TAB,134.75,eluxadoline 75 mg tab
EMERG RM  I&D DEEP ABCS K,665.0,emerg rm i&d deep abcs k
EMERG RM CLSD TMNT DISTAL,1058.5,emerg rm clsd tmnt distal
EMERG RM CLSD TRMT ANKLE,1568.5,emerg rm clsd trmt ankle
EMERG RM CLSD TRMT PATELL,1243.75,emerg rm clsd trmt patell
EMERG RM CSD TX HUMERAL S,1362.0,emerg rm csd tx humeral s
EMERG RM DISLOC SHOULDER,1159.5,emerg rm disloc shoulder
EMERG RM DISLOCAT ELBOW W,1036.25,emerg rm dislocat elbow w
EMERG RMCLSD TRMT TIBIAL,981.25,emerg rmclsd trmt tibial
EMERG ROOM ARTHRO/ASP/INJ,129.5,emerg room arthro/asp/inj
EMERG ROOM DISLOC FINGER,1288.75,emerg room disloc finger
EMERG ROOM I&D BARTHOLINS,131.25,emerg room i&d bartholins
EMERG ROOM I&D OF SUBCUTA,522.75,emerg room i&d of subcuta
EMERG ROOM LAC INTERMED 7,643.75,emerg room lac intermed 7
EMERG ROOM LAC INTERMED U,436.5,emerg room lac intermed u
EMERG ROOM LAC SIMPLE 2.6,431.75,emerg room lac simple 2.6
EMERGENCY ROOM  SHORT ARM,267.25,emergency room short arm
EMERGENCY ROOM = SPLINT -,362.5,emergency room = splint -
EMERGENCY ROOM ARRHROCENT,132.75,emergency room arrhrocent
EMERGENCY ROOM ARTHROCENT,132.25,emergency room arthrocent
EMERGENCY ROOM BLOOD TRAN,246.0,emergency room blood tran
EMERGENCY ROOM BRIEF,212.75,emergency room brief
EMERGENCY ROOM DISLOCATIO,1134.25,emergency room dislocatio
EMERGENCY ROOM ENDOTRACHE,325.75,emergency room endotrache
EMERGENCY ROOM HIGH SEVER,1275.25,emergency room high sever
EMERGENCY ROOM HIP REDUCT,1313.75,emergency room hip reduct
EMERGENCY ROOM I&D ABSCES,231.25,emergency room i&d absces
EMERGENCY ROOM I&D VUVLVA,375.25,emergency room i&d vuvlva
EMERGENCY ROOM LAC INTERM,797.0,emergency room lac interm
EMERGENCY ROOM LAC REPAIR,401.75,emergency room lac repair
EMERGENCY ROOM LAC SIMPLE,422.35,emergency room lac simple
EMERGENCY ROOM LOW SEVERI,569.25,emergency room low severi
EMERGENCY ROOM MINOR,348.25,emergency room minor
EMERGENCY ROOM MODERATE S,850.0,emergency room moderate s
EMERGENCY ROOM NASAL HEMO,375.0,emergency room nasal hemo
EMERGENCY ROOM PICC INSER,1361.5,emergency room picc inser
EMERGENCY ROOM SPINAL PUN,644.0,emergency room spinal pun
EMERGENCY ROOM SPLINT - L,161.0,emergency room splint - l
EMERGENCY ROOM SPLINT - S,362.75,emergency room splint - s
EMERGENCY ROOM TREAT FX R,2255.25,emergency room treat fx r
EMERGENCY ROOM TRORACOSTO,579.0,emergency room troracosto
EMOLLIENT COMBINATION NO.20  SUSP,17.5,emollient combination no.20 susp
EMPAGLIFLOZIN 10 MG TAB,84.75,empagliflozin 10 mg tab
EMPAGLIFLOZIN 25 MG TAB,84.75,empagliflozin 25 mg tab
EMPAGLIFLOZIN-LINAGLIPTIN 10-5 MG TAB,95.5,empagliflozin-linagliptin 10-5 mg tab
EMPAGLIFLOZIN-LINAGLIPTIN 25-5 MG TAB,95.5,empagliflozin-linagliptin 25-5 mg tab
EMPLOYER BACK EVALUATION,131.5,employer back evaluation
EMPLOYER/ROUTINE DRUG OR,40.0,employer/routine drug or
EMPLOYER/ROUTINE DRUG SCR,40.0,employer/routine drug scr
EMS HAND CONTROL WITH BLA,17.19,ems hand control with bla
"EMS, SMOKE EVAC PENCIL ST",100.9,"ems, smoke evac pencil st"
EMTRICITABINE-TENOFOVIR 200-300 MG TAB,8.5,emtricitabine-tenofovir 200-300 mg tab
EMU OIL ALOE MSM AND GLUCOSAMINE  OINT,80.375,emu oil aloe msm and glucosamine oint
ENALAPRIL 20 MG TAB,2.0,enalapril 20 mg tab
ENALAPRIL 5 MG TAB,2.0,enalapril 5 mg tab
ENALAPRIL-HYDROCHLOROTHIAZIDE 10-25 MG TAB,2.0,enalapril-hydrochlorothiazide 10-25 mg tab
ENALAPRILAT 1.25 MG/ML SOLN,42.75,enalaprilat 1.25 mg/ml soln
ENDO BABCOCK,258.08,endo babcock
ENDO BUTTON 15MM,728.28,endo button 15mm
ENDO BUTTON 55MM,605.0,endo button 55mm
ENDO CATCH G/B,154.56,endo catch g/b
ENDO GUIDEWIRE SYSTEM,509.5,endo guidewire system
ENDO LINEAR CUTTER 35MM,1494.66,endo linear cutter 35mm
ENDO LUBE,44.0,endo lube
ENDO RETRACTOR,380.93,endo retractor
ENDO STITCH,614.25,endo stitch
ENDO STITCH LOAD UNIT GIA,132.48,endo stitch load unit gia
ENDO STITCH LOAD UNIT SUR,228.53,endo stitch load unit sur
ENDO SURGIVIEW,521.75,endo surgiview
ENDOSCOPIC CANNULATED DRI,1232.5,endoscopic cannulated dri
ENDOSCOPY INJECTION NEEDL,87.5,endoscopy injection needl
ENDURACARE SPEECH SVC PER,15.0,enduracare speech svc per
ENDURACARE SPEECH TRAVEL,10.0,enduracare speech travel
ENEMA KIT,22.0,enema kit
"ENEMA, OIL",4.16,"enema, oil"
ENFORTUMAB-VEDOTIN-EJFV 20MG SOLR,7452.25,enfortumab-vedotin-ejfv 20mg solr
ENFORTUMAB-VEDOTIN-EJFV 30MG SOLR,14742.5,enfortumab-vedotin-ejfv 30mg solr
ENOXAPARIN 100 MG/ML SYRG,59.75,enoxaparin 100 mg/ml syrg
ENOXAPARIN 120 MG/0.8 ML SYRG,71.75,enoxaparin 120 mg/0.8 ml syrg
ENOXAPARIN 150 MG/ML SYRG,89.75,enoxaparin 150 mg/ml syrg
ENOXAPARIN 30 MG/0.3 ML SYRG,38.0,enoxaparin 30 mg/0.3 ml syrg
ENOXAPARIN 300 MG/3 ML SOLN,80.08333333333333,enoxaparin 300 mg/3 ml soln
ENOXAPARIN 40 MG/0.4 ML SYRG,38.0,enoxaparin 40 mg/0.4 ml syrg
ENOXAPARIN 60 MG/0.6 ML SYRG,38.0,enoxaparin 60 mg/0.6 ml syrg
ENOXAPARIN 80 MG/0.8 ML SYRG,47.75,enoxaparin 80 mg/0.8 ml syrg
ENT-COMPLEX ANTERIOR,458.75,ent-complex anterior
ENTACAPONE 200 MG TAB,30.25,entacapone 200 mg tab
ENZALUTAMIDE 40 MG CAP,909.0,enzalutamide 40 mg cap
EPC ELECTRODES,104.0,epc electrodes
EPIDURAL SERVICES,1425.25,epidural services
"EPIDURAL TRAY, SINGLE DOS",49.24,"epidural tray, single dos"
EPINEPHrine 0.3 MG/0.3 ML PNIJ,245.25,epinephrine 0.3 mg/0.3 ml pnij
EPINEPHrine 1:1000 (MDV) 1 MG/ML (1:1000) VIAL,556.25,epinephrine 1:1000 (mdv) 1 mg/ml (1:1000) vial
EPINEPHrine 1:1000 1 MG/ML (1 ML) VIAL,100.0,epinephrine 1:1000 1 mg/ml (1 ml) vial
EPINEPHrine 1:1000 1 MG/ML (1:1000) AMP,100.25,epinephrine 1:1000 1 mg/ml (1:1000) amp
EPINEPHrine 1:10000 0.1 MG/ML SYRG,86.75,epinephrine 1:10000 0.1 mg/ml syrg
EPINEPHrine JR 0.15 MG/0.3 ML PNIJ,245.25,epinephrine jr 0.15 mg/0.3 ml pnij
EPINEPHrine TOPICAL 1:1000 0.1 % SOLN,38.0,epinephrine topical 1:1000 0.1 % soln
EPIrubicin 200 MG/100 ML SOLN,1237.5,epirubicin 200 mg/100 ml soln
EPLERENONE 25 MG TAB,17.25,eplerenone 25 mg tab
EPLERENONE 50 MG TAB,32.5,eplerenone 50 mg tab
EPOETIN ALFA 10000 UNIT/ML VIAL,1184.25,epoetin alfa 10000 unit/ml vial
EPOETIN ALFA 2000 UNIT/ML VIAL,491.75,epoetin alfa 2000 unit/ml vial
EPOETIN ALFA 20000 UNIT/ML VIAL,1650.5,epoetin alfa 20000 unit/ml vial
EPOETIN ALFA 3000 UNIT/ML VIAL,737.25,epoetin alfa 3000 unit/ml vial
EPOETIN ALFA 4000 UNIT/ML VIAL,983.0,epoetin alfa 4000 unit/ml vial
EPOETIN ALFA 40000 UNIT/ML VIAL,2268.25,epoetin alfa 40000 unit/ml vial
EPOETIN ALFA-EPBX 10000 UNIT/ML VIAL,907.0,epoetin alfa-epbx 10000 unit/ml vial
EPOETIN ALFA-EPBX 40000 UNIT/ML VIAL,1788.25,epoetin alfa-epbx 40000 unit/ml vial
EPROSARTAN 600 MG TAB,25.5,eprosartan 600 mg tab
EPTIFIBATIDE 0.75 MG/ML SOLN,257.25,eptifibatide 0.75 mg/ml soln
EPTIFIBATIDE 2 MG/ML SOLN,746.5,eptifibatide 2 mg/ml soln
EPTINEZUMAB-JJMR 100 MG/ML VIAL,2679.0,eptinezumab-jjmr 100 mg/ml vial
ER COMPREHENSIVE EXAM HIG,371.75,er comprehensive exam hig
"ER COMPREHENSIVE PROB, HI",371.75,"er comprehensive prob, hi"
ER DETAILED EXAM MODERATE,257.0,er detailed exam moderate
"ER DETAILED PROB, MODERAT",257.0,"er detailed prob, moderat"
ER DRAINAGE OF FINGER ABC,425.75,er drainage of finger abc
ER IV INFUSION CONCURRENT,171.0,er iv infusion concurrent
ER PROB FOCUSED LOW,89.75,er prob focused low
ER PROB FOCUSED MINOR,46.5,er prob focused minor
ER PROB FOCUSED MODERATE,151.25,er prob focused moderate
ER ROOM LAC INTERMED UP T,675.75,er room lac intermed up t
ERGOCALCIFEROL (VITAMIN D2) 50000 UNIT CAP,2.0,ergocalciferol (vitamin d2) 50000 unit cap
ERTAPENEM 1 GRAM SOLR,174.5,ertapenem 1 gram solr
ERTUGLIFLOZIN 15 MG TAB,77.0,ertugliflozin 15 mg tab
ERTUGLIFLOZIN 5 MG TAB,77.0,ertugliflozin 5 mg tab
ERYTHROMYCIN ETHYLSUCCINATE 400 MG/5 ML SUSR,704.25,erythromycin ethylsuccinate 400 mg/5 ml susr
ERYTHROMYCIN OPTH 5 MG/GRAM (0.5 %) OINT,30.0,erythromycin opth 5 mg/gram (0.5 %) oint
ESCITALOPRAM 10 MG TAB,2.5,escitalopram 10 mg tab
ESCITALOPRAM OXALATE 5 MG/5 ML SOLN,30.0,escitalopram oxalate 5 mg/5 ml soln
ESMOLOL 100 MG/10 ML VIAL,38.0,esmolol 100 mg/10 ml vial
ESOMEPRAZOLE 40 MG CPDR,67.0,esomeprazole 40 mg cpdr
ESOMEPRAZOLE SODIUM 40 MG SOLR,148.0,esomeprazole sodium 40 mg solr
ESOPHAGEAL OVERTUBE,513.45,esophageal overtube
ESOPHAGUS,748.0,esophagus
ESOPHOGEAL DILATATION,1155.75,esophogeal dilatation
EST OUTPT VISIT COMPREHEN,372.14285714285717,est outpt visit comprehen
EST OUTPT VISIT DETAILED,222.91666666666666,est outpt visit detailed
EST OUTPT VISIT EXP PROB,153.25,est outpt visit exp prob
EST OUTPT VISIT PROB FOCU,93.25,est outpt visit prob focu
"EST OUTPT VISIT, MINOR",47.0,"est outpt visit, minor"
EST PATIENT COMPREHENSIVE,262.125,est patient comprehensive
EST PATIENT DETAILED PROB,153.25,est patient detailed prob
EST PATIENT EXPANDED PROB,93.25,est patient expanded prob
EST PATIENT HIGH COMPLEXI,301.0,est patient high complexi
EST PATIENT LOW  COMPLEXI,153.16666666666666,est patient low complexi
EST PATIENT MODERATE COMP,222.91666666666666,est patient moderate comp
"EST PATIENT PROB FOCUSED,",47.0,"est patient prob focused,"
EST PATIENT PROBLEM FOCUS,93.25,est patient problem focus
EST PATIENT WELL CHILD EX,220.8125,est patient well child ex
EST PATIENT WELLNESS EXAM,263.2083333333333,est patient wellness exam
EST PATIENT-MINIMALVISIT,47.0,est patient-minimalvisit
ESTABLISHED PATIENT COMPR,301.0,established patient compr
ESTABLISHED PATIENT DETAI,223.25,established patient detai
ESTABLISHED PATIENT EXPAN,153.25,established patient expan
ESTABLISHED PATIENT FOCUS,93.125,established patient focus
ESTABLISHED PATIENT MINIM,47.25,established patient minim
ESTAZOLAM 1 MG TAB,6.75,estazolam 1 mg tab
ESTRADIOL (twice weekly) 0.05 MG/24 HR PTSW,31.75,estradiol (twice weekly) 0.05 mg/24 hr ptsw
ESTRADIOL (twice weekly) 0.1 MG/24 HR PTSW,27.0,estradiol (twice weekly) 0.1 mg/24 hr ptsw
ESTRADIOL (weekly) 0.0375 MG/24 HR PTWK,63.25,estradiol (weekly) 0.0375 mg/24 hr ptwk
ESTRADIOL (weekly) 0.05 MG/24 HR PTWK,59.25,estradiol (weekly) 0.05 mg/24 hr ptwk
ESTRADIOL (weekly) 0.1 MG/24 HR PTWK,58.25,estradiol (weekly) 0.1 mg/24 hr ptwk
ESTRADIOL 0.01 % (0.1 MG/GRAM) CREA,430.0,estradiol 0.01 % (0.1 mg/gram) crea
ESTRADIOL 0.5 MG TAB,2.0,estradiol 0.5 mg tab
ESTRADIOL 1 MG TAB,2.0,estradiol 1 mg tab
ESTRADIOL 25 MCG TAB,27.25,estradiol 25 mcg tab
ESTRADIOL-NORETHINDRONE ACET 1-0.5 MG TAB,232.5,estradiol-norethindrone acet 1-0.5 mg tab
ESTROGENS (CONJ.) - MEDROXYPROGEST ACE 0.3-1.5 MG TAB,63.25,estrogens (conj.) - medroxyprogest ace 0.3-1.5 mg tab
ESTROGENS (CONJ.) - MEDROXYPROGEST ACE 0.45-1.5 MG TAB,63.25,estrogens (conj.) - medroxyprogest ace 0.45-1.5 mg tab
ESTROGENS (CONJ.) - MEDROXYPROGEST ACE 0.625-5 MG TAB,28.25,estrogens (conj.) - medroxyprogest ace 0.625-5 mg tab
ESTROGENS (CONJ.) 0.3 MG TAB,55.75,estrogens (conj.) 0.3 mg tab
ESTROGENS (CONJ.) 0.625 MG TAB,55.75,estrogens (conj.) 0.625 mg tab
ESTROGENS (CONJ.) 0.625 MG/GRAM CREA,878.5,estrogens (conj.) 0.625 mg/gram crea
ESTROGENS (CONJ.) 1.25 MG TAB,55.75,estrogens (conj.) 1.25 mg tab
ESU SPEECH  TRAVEL PER 15,10.0,esu speech travel per 15
ESU SPEECH ADMIN SVC PER,10.0,esu speech admin svc per
ESU SPEECH SERVICES PER 1,15.0,esu speech services per 1
ESZOPICLONE 1 MG TAB,8.0,eszopiclone 1 mg tab
ESZOPICLONE 2 MG TAB,98.0,eszopiclone 2 mg tab
ESZOPICLONE 3 MG TAB,2.0,eszopiclone 3 mg tab
ETHANOL (ETHYL ALCOHOL) 98 % SOLN,581.5,ethanol (ethyl alcohol) 98 % soln
ETHYL CHLORIDE,97.56,ethyl chloride
ETODOLAC 400 MG TAB,14.5,etodolac 400 mg tab
ETODOLAC 500 MG TAB,15.75,etodolac 500 mg tab
ETODOLAC ER 500 MG TB24,11.5,etodolac er 500 mg tb24
ETOMIDATE 2 MG/ML VIAL,40.5,etomidate 2 mg/ml vial
ETONOGESTREL 68 MG IMPL,1911.25,etonogestrel 68 mg impl
ETONOGESTROL 68MG IMPLANT,1925.0,etonogestrol 68mg implant
ETOPOSIDE 20 MG/ML SOLN,80.0,etoposide 20 mg/ml soln
EVACUATION OF SUB HEMATOM,137.0,evacuation of sub hematom
EVAL FOR APHASIA PER HOUR,327.5,eval for aphasia per hour
EVAL FOR SPEECH DEVICE  1,459.5,eval for speech device 1
EVAL FOR SPEECH DEVICE AD,116.5,eval for speech device ad
"EVAL, SPEECH FLUENCY",309.5,"eval, speech fluency"
"EVAL, SPEECH SND PROD W/L",453.25,"eval, speech snd prod w/l"
"EVAL, SPEECH SOUND PRODUC",346.0,"eval, speech sound produc"
"EVALUATION, HIGH",301.25,"evaluation, high"
"EVALUATION, LOW",205.0,"evaluation, low"
"EVALUATION, MODERATE",237.25,"evaluation, moderate"
"EVALUATION, SWALLOWING",381.0,"evaluation, swallowing"
EVENING PRIMROSE OIL 500 MG CAP,2.0,evening primrose oil 500 mg cap
EVENT MONITOR  APPLICATIO,393.25,event monitor applicatio
EVENT MONITOR ANALYSIS,929.0,event monitor analysis
EVEROLIMUS 0.5 MG TAB,123.0,everolimus 0.5 mg tab
EVEROLIMUS 0.75 MG TAB,153.0,everolimus 0.75 mg tab
EVEROLIMUS 10 MG TAB,1444.25,everolimus 10 mg tab
EVEROLIMUS 5 MG TAB,1444.25,everolimus 5 mg tab
EXAM HIGH SEVERITY,606.5,exam high severity
EXAM LOW SEVERITY,205.25,exam low severity
EXAM MINIMAL,94.75,exam minimal
EXAM MINOR,138.5,exam minor
EXAM MODERATE SEVERITY,428.75,exam moderate severity
"EXC BENIGN LES FACE, EARS",448.75,"exc benign les face, ears"
"EXC BENIGN LES FACE,EARS",335.5,"exc benign les face,ears"
EXC BENIGN LESION F/E/E/N,448.75,exc benign lesion f/e/e/n
"EXC BENIGN LESION, TRUNK,",326.5,"exc benign lesion, trunk,"
EXC CYST OF KNEE,1048.875,exc cyst of knee
EXC MALIGNANT LESION F/E/,622.0,exc malignant lesion f/e/
EXC MALIGNANT LESION S/N/,704.55,exc malignant lesion s/n/
EXC MALIGNANT LESION/F/E/,550.75,exc malignant lesion/f/e/
EXC NASAL POLYP SIMPLE,505.25,exc nasal polyp simple
EXC OF LESION OF EYELIDE,595.75,exc of lesion of eyelide
EXC PREPATELLAR BURSA,202.0,exc prepatellar bursa
"EXC PREPATELLAR BURSA, KN",1295.5,"exc prepatellar bursa, kn"
EXC TUMOR SOFT TISSUE ANK,923.25,exc tumor soft tissue ank
"EXC TUMOR, SOFT TISSUE SH",1110.125,"exc tumor, soft tissue sh"
"EXC TUMR, SOFT TISS NECK/",1138.5,"exc tumr, soft tiss neck/"
EXCHANGED TRANSFUSION SET,294.75,exchanged transfusion set
EXCISE BENIGN LESION F/E/,347.625,excise benign lesion f/e/
EXCISE BENIGN LESION OVER,731.0,excise benign lesion over
EXCISE BENIGN LESION S/N/,477.1666666666667,excise benign lesion s/n/
EXCISE BENIGN LESION T/A/,408.25,excise benign lesion t/a/
EXCISE MALIGNANT LESION F,472.375,excise malignant lesion f
EXCISE MALIGNANT LESION S,743.75,excise malignant lesion s
EXCISE MALIGNANT LESION T,553.2,excise malignant lesion t
"EXCISION BENIGN LESION, N",96.0,"excision benign lesion, n"
"EXCISION BENIGN LESION, T",118.25,"excision benign lesion, t"
"EXCISION BENIGN LESION,MR",729.0,"excision benign lesion,mr"
EXCISION OLECRANON BURSA,435.5,excision olecranon bursa
EXCISION TUMOR SOFT TISSU,826.0,excision tumor soft tissu
"EXCISION, BONE CYST, 5TH",687.625,"excision, bone cyst, 5th"
"EXCISION, BONE SYST, TIB/",1227.125,"excision, bone syst, tib/"
"EXCISION, HAND OR FINGER",452.75,"excision, hand or finger"
EXCSION/LESION/TNDNSHEA/F,413.25,excsion/lesion/tndnshea/f
EXCSION/LESION/TNDNSHEA/T,250.25,excsion/lesion/tndnshea/t
EXCSION/NEUROMA/CUTEOUS N,871.0,excsion/neuroma/cuteous n
EXENATIDE 10 MCG/0.04 ML PNIJ,1056.5,exenatide 10 mcg/0.04 ml pnij
EXENATIDE 5 MCG/0.02 ML PNIJ,1460.5,exenatide 5 mcg/0.02 ml pnij
EXENATIDE MICROSPHERES 2 MG SERR,796.25,exenatide microspheres 2 mg serr
EXERCISE OXIMETRY TEST,440.75,exercise oximetry test
EXPLORATION OF PENETRATIN,273.25,exploration of penetratin
"EXTENDER, TIGHTROPE BUTTO",708.75,"extender, tightrope butto"
"EXTENSION SET, INSULIN DR",27.05,"extension set, insulin dr"
EXTERNAL PACEMAKER EACH A,79.0,external pacemaker each a
EXTERNAL PACEMAKER INITIA,396.5,external pacemaker initia
EXTREMITY LEFT COMPLETE,720.0,extremity left complete
EXTREMITY LEFT LIMITED,627.25,extremity left limited
EXTREMITY RIGHT COMPLETE,720.0,extremity right complete
EXTREMITY RIGHT LIMITED,627.25,extremity right limited
EXTREMITY UPPER LEFT,2048.25,extremity upper left
EXTREMITY UPPER RT,2048.25,extremity upper rt
EXTREMITY-LOWER LEFT,2308.5,extremity-lower left
EXTREMITY-LOWER RIGHT,2308.5,extremity-lower right
EYE CARE SUPPLIES GRAHAM,160.5,eye care supplies graham
EYE CARE SUPPLIES VONDRAK,106.0,eye care supplies vondrak
EYE CAUTERY HIGH TEMP,21.5,eye cautery high temp
EYE CAUTERY WECK LOW TEMP,17.93,eye cautery weck low temp
EYE IMPLANT ANTERIOR,344.25,eye implant anterior
EYE LUBRICANT COMBINATION NO.1 2-0.9-1.8 % DROP,117.75,eye lubricant combination no.1 2-0.9-1.8 % drop
EYE PRESS PATCH,25.75,eye press patch
EYE THEROPEUTIC LENS,123.5,eye theropeutic lens
EYE TRAY,146.21,eye tray
EYE WASH  SOLN,92.0,eye wash soln
EZETIMIBE 10 MG TAB,2.0,ezetimibe 10 mg tab
EZETIMIBE-SIMVASTATIN 10-20 MG TAB,31.25,ezetimibe-simvastatin 10-20 mg tab
EriBULin 1 MG/2 ML (0.5 MG/ML) SOLN,3125.0,eribulin 1 mg/2 ml (0.5 mg/ml) soln
"FACE MASK, ERIN",66.32,"face mask, erin"
FACIAL BONES 2 VIEWS,328.75,facial bones 2 views
FACIAL BONES COMPLETE,490.25,facial bones complete
FACIAL BONES LESS THAN 3,93.5,facial bones less than 3
FACIAL BONES W  W/O CONTR,2806.75,facial bones w w/o contr
FACIAL OR SINUS W/O CONTR,1982.25,facial or sinus w/o contr
FAMCICLOVIR 500 MG TAB,131.25,famciclovir 500 mg tab
FAMOTIDINE 20 MG TAB,2.0,famotidine 20 mg tab
FAMOTIDINE 20 MG/2 ML VIAL,38.0,famotidine 20 mg/2 ml vial
FAT EMULSION 10 % EMUL,122.0,fat emulsion 10 % emul
FAT EMULSION 20 % EMUL,95.25,fat emulsion 20 % emul
FEBUXOSTAT 40 MG TAB,75.0,febuxostat 40 mg tab
FECAL INCONTINENT COLLECT,42.75,fecal incontinent collect
FEEDER INFANT W/CLEFT PAL,70.0,feeder infant w/cleft pal
"FEEDING G TUBE, ENDOVIVE,",185.0,"feeding g tube, endovive,"
"FEEDING G TUBE, MIC",78.03,"feeding g tube, mic"
"FEEDING G TUBE, TRI FUNNE",325.01250000000005,"feeding g tube, tri funne"
"FEEDING TUBE, MIC GASTRO",450.77,"feeding tube, mic gastro"
FELODIPINE 5 MG TB24,7.5,felodipine 5 mg tb24
FEMORAL IMPLANT CAYENNE W,1186.0,femoral implant cayenne w
FEMORAL TAMPON,142.0,femoral tampon
FEMORAL TAMPON KIT,327.89,femoral tampon kit
FEMUR 1 VIEW,84.0,femur 1 view
FEMUR 1 VIEW LEFT,352.5,femur 1 view left
FEMUR 1 VIEW RIGHT,352.5,femur 1 view right
FEMUR 2 VIEW LEFT,383.75,femur 2 view left
FEMUR 2 VIEW RIGHT,383.75,femur 2 view right
FEMUR FX INTRAMEDULLARY I,4095.25,femur fx intramedullary i
FEMUR FX W INTRAMEDULLARY,127.25,femur fx w intramedullary
FEMUR MIN 2 VIEW,102.25,femur min 2 view
FEMUR MIN 2 VIEWS,102.25,femur min 2 views
FENOFIBRATE 160 MG TAB,5.5,fenofibrate 160 mg tab
FENOFIBRATE 54 MG TAB,3.0,fenofibrate 54 mg tab
FENOFIBRATE MICRONIZED 200 MG CAP,5.25,fenofibrate micronized 200 mg cap
FENOFIBRATE NANOCRYSTALLIZED 145 MG TAB,15.0,fenofibrate nanocrystallized 145 mg tab
FENOFIBRATE NANOCRYSTALLIZED 48 MG TAB,9.0,fenofibrate nanocrystallized 48 mg tab
FENOFIBRIC ACID (CHOLINE) 135 MG CPDR,6.25,fenofibric acid (choline) 135 mg cpdr
FENTANYL 200 MCG LOZH,2.0,fentanyl 200 mcg lozh
FERRIC CARBOXYMALTOSE 50 MG IRON/ML SOLN,1760.5,ferric carboxymaltose 50 mg iron/ml soln
FERRIC SUBSULFATE 259 MG/GM SOLN,67.5,ferric subsulfate 259 mg/gm soln
FERRITIN,147.25,ferritin
