description,avg_gross_charge,description_clean
"ELASTASE PANCREATIC, FECAL, QUANT",190.0,"elastase pancreatic, fecal, quant"
ELECTRODE CPR DEFIB ADULT ZOLL,439.0,electrode cpr defib adult zoll
ELECTRODE CPR DEFIB PEDIATRIC ZOLL,321.0,electrode cpr defib pediatric zoll
ELECTRODE DEFIB ADULT LIFEPAK QUIK COMBO,114.0,electrode defib adult lifepak quik combo
ELECTRODE DEFIB PEDS LIFEPAK QUIK COMBO,109.0,electrode defib peds lifepak quik combo
ELECTRONIC ANALYSIS IMPL NEUROSTIMULATOR,261.0,electronic analysis impl neurostimulator
ELECTROPHORETIC,175.0,electrophoretic
ELECTROPHORETIC FRACTIONATION & QUAN,153.0,electrophoretic fractionation & quan
ELECTROSURGICAL DISSECTOR 21CMX2MM,922.0,electrosurgical dissector 21cmx2mm
ELIGARD [22.5 MG],938.0,eligard [22.5 mg]
EMERGENCY DEPARTMENT VISIT LEVEL II,275.0,emergency department visit level ii
EMERGENCY DEPARTMENT VISIT LEVEL III,405.0,emergency department visit level iii
EMERGENCY DEPARTMENT VISIT LEVEL IV,607.5,emergency department visit level iv
EMERGENCY DEPARTMENT VISIT LEVEL V,850.0,emergency department visit level v
EMERGENCY VISIT LEVEL I,180.0,emergency visit level i
EMPAGLIFLOZIN TAB [10 MG],63.0,empagliflozin tab [10 mg]
ENDO CATCH 10MM 2300 POUCH,191.0,endo catch 10mm 2300 pouch
ENDO GIA 45MM ARTICULATING 3-STAPLE LOAD,805.0,endo gia 45mm articulating 3-staple load
ENDO GIA LOADS 3 3.5 4 MM,466.0,endo gia loads 3 3.5 4 mm
ENDO GIA LOADS 45MM,492.0,endo gia loads 45mm
ENDO GIA STAPLER 12MM,842.0,endo gia stapler 12mm
ENDO PEANUT AUTOSUTURE,200.0,endo peanut autosuture
ENDOMETRIAL BIOPSY,275.0,endometrial biopsy
ENDOMETRIAL BIOPSY DEVICE,33.0,endometrial biopsy device
ENDOSCOPE CUFF LG,94.0,endoscope cuff lg
ENDOSCOPE VALVE SET DISPOSABLE,36.0,endoscope valve set disposable
ENDOSCOPIC MARKER,109.0,endoscopic marker
ENDOSCOPIC MULTIPLE CLIP APPLIER,575.0,endoscopic multiple clip applier
ENDOSCOPY WITH REMOVAL BY SNARE TECH,2045.5,endoscopy with removal by snare tech
ENDOTRACHAEL TUBE 7.0MM W/CUFF,7.0,endotrachael tube 7.0mm w/cuff
ENDOTRACHAEL TUBE: 6.5MM W/CUFF,7.0,endotrachael tube: 6.5mm w/cuff
ENDOTRACHAEL TUBE: 7.5MM W/CUFF,7.0,endotrachael tube: 7.5mm w/cuff
ENDOTRACHAEL TUBE: 8.0MM W/CUFF,7.0,endotrachael tube: 8.0mm w/cuff
ENDOTRACHEAL TUBE 3.5 MM W/CUFF,7.0,endotracheal tube 3.5 mm w/cuff
ENDOTRACHEAL TUBE 3.5MM W/O CUFF,7.5,endotracheal tube 3.5mm w/o cuff
ENDOTRACHEAL TUBE 4.5MM W/CUFF,7.5,endotracheal tube 4.5mm w/cuff
ENDOTRACHEAL TUBE: 3.0MM W/O CUFF,7.5,endotracheal tube: 3.0mm w/o cuff
ENDOTRACHEAL TUBE: 4.0 MM W/CUFF,7.0,endotracheal tube: 4.0 mm w/cuff
ENDOTRACHEAL TUBE: 4.0MM W/O CUFF,5.0,endotracheal tube: 4.0mm w/o cuff
ENDOTRACHEAL TUBE: 5.0MM W/ CUFF,8.5,endotracheal tube: 5.0mm w/ cuff
ENDOTRACHEAL TUBE: 6.0MM W/CUFF,7.0,endotracheal tube: 6.0mm w/cuff
ENEMA BAG & BUCKET KIT,6.5,enema bag & bucket kit
ENOXAPARIN SYR [100 MG/1 mL],29.0,enoxaparin syr [100 mg/1 ml]
ENOXAPARIN SYR [150 MG/ mL],39.0,enoxaparin syr [150 mg/ ml]
ENT MICROSCOPE EQUIPMENT,89.0,ent microscope equipment
ENTERAL PUMP SET,20.0,enteral pump set
ENTERIC PATHOGEN PANEL,605.0,enteric pathogen panel
EPHEDRINE 50MG/1ML AMPULE IV,26.0,ephedrine 50mg/1ml ampule iv
EPINEPHRINE 0.1MG/ML (10 ML) SYRINGE IV,50.0,epinephrine 0.1mg/ml (10 ml) syringe iv
EPINEPHRINE AMP 1MG/1ML,56.0,epinephrine amp 1mg/1ml
EPINEPHRINE PEN 0.15 MG / 0.3 mL,262.0,epinephrine pen 0.15 mg / 0.3 ml
EPINEPHRINE PEN [0.3 MG/ 0.3 mL],290.0,epinephrine pen [0.3 mg/ 0.3 ml]
EPINEPHRINE VIAL [30 MG] PER 0.1 MG,2.0,epinephrine vial [30 mg] per 0.1 mg
EPISIOTOMY/VAGINAL REPAIR BY OTH ATTEND,2000.0,episiotomy/vaginal repair by oth attend
"EPOETIN ALFA EPBX VIAL [ 40,000 UN/mL]",917.0,"epoetin alfa epbx vial [ 40,000 un/ml]"
EPSTEIN-BARR NUCLEAR ANTIBODY,130.0,epstein-barr nuclear antibody
EPSTEIN-BARR VIRAL CAPSID,141.0,epstein-barr viral capsid
EPSTEIN-BARR VIRUS EARLY,143.0,epstein-barr virus early
ERTAPENEM VIAL [1 GM],158.0,ertapenem vial [1 gm]
ERYTHROMYCIN 3.5GM OPTH. OINT. (NEONATE),24.0,erythromycin 3.5gm opth. oint. (neonate)
ERYTHROPOIETIN,205.0,erythropoietin
"ESMARK BANDAGE 4""",12.0,"esmark bandage 4"""
ESTRADIOL,195.0,estradiol
ESTRADIOL TAB 1 MG,2.5,estradiol tab 1 mg
ESTRIOL,120.0,estriol
ESTROGEN TOTAL,292.0,estrogen total
ESTRONE ASSAY,286.0,estrone assay
ET TUBE HOLDER (ADULT),41.0,et tube holder (adult)
ETOMIDATE VIAL [20 MG/ 10 mL],18.0,etomidate vial [20 mg/ 10 ml]
EVACUATION OF SUBUNGUAL HEMATOMA,95.0,evacuation of subungual hematoma
EVAL AND MNGT OF NEW PATIENT LVL 2,145.0,eval and mngt of new patient lvl 2
EVAL AND MNGT OF NEW PATIENT LVL 3,220.0,eval and mngt of new patient lvl 3
EVAL AND MNGT OF NEW PATIENT LVL 4,320.0,eval and mngt of new patient lvl 4
EVAL AND MNGT OF NEW PATIENT LVL 5,420.0,eval and mngt of new patient lvl 5
EVAL ORAL SPEECH FITTING OF VOICE,250.0,eval oral speech fitting of voice
EVAL SPEECH FLUENCY,370.0,eval speech fluency
EVAL SPEECH SOUND W/ LANGUAGE COMPREHENS,395.0,eval speech sound w/ language comprehens
EVAL. OF ORAL & PHARYNGEAL SWALLOW F,370.0,eval. of oral & pharyngeal swallow f
EVENT MONITOR APPLICATION,320.0,event monitor application
"EVENT MONITOR RECORD,TRANS,& ANALYS",775.0,"event monitor record,trans,& analys"
EVEROLIMUS,204.0,everolimus
EXCISE TUMOR SOFTTIS PEL/HIP 5CMGREATER,3000.0,excise tumor softtis pel/hip 5cmgreater
EXCISION BENIGN LESION SNHFG <0.5CM,410.0,excision benign lesion snhfg <0.5cm
EXCISION BENIGN LESION TAL 1.1CM-2.0CM,375.0,excision benign lesion tal 1.1cm-2.0cm
"EXCISION GANGLION, WRIST, PRMARY",2480.0,"excision ganglion, wrist, prmary"
"EXCISION INTERDIGIT NEUROMA, SINGLE, EA",2110.0,"excision interdigit neuroma, single, ea"
EXCISION LESION MENICUS/CAPSULE KNEE,2720.0,excision lesion menicus/capsule knee
EXCISION LESION TENDON/JOINT HND/FT,2415.0,excision lesion tendon/joint hnd/ft
EXCISION LESION TENDON/SHEATH/CAPSULE FT,2941.0,excision lesion tendon/sheath/capsule ft
EXCISION OF PILONIDAL CYST OR SINUS,5255.0,excision of pilonidal cyst or sinus
EXCISION SOFT TISSUE MASS FT/TOE 1.5CM >,2890.0,excision soft tissue mass ft/toe 1.5cm >
EXCISION TUMOR LEG OR ANKLE SUBQ TIS,4560.0,excision tumor leg or ankle subq tis
EXCISION TUMOR LEG/ANKLE SUBQ 3CM+,4630.0,excision tumor leg/ankle subq 3cm+
EXCISION TUMOR SOFT TIS SHLDR 3CM >,1425.0,excision tumor soft tis shldr 3cm >
EXCISION TUMOR SOFT TISS SHOULDER 5CM <,3326.0,excision tumor soft tiss shoulder 5cm <
EXCISION TUMOR SOFT TISS THIGH/KNEE 3CM<,2030.0,excision tumor soft tiss thigh/knee 3cm<
EXCISION TUMOR SOFT TISS THIGH/KNEE >3CM,2100.0,excision tumor soft tiss thigh/knee >3cm
EXCISION TUMOR SOFT TISSUE FOOT/TOE <1.5,2710.0,excision tumor soft tissue foot/toe <1.5
EXCISION TUMOR SOFT UPARM/ELBOW <3CM,1200.0,excision tumor soft uparm/elbow <3cm
"EXCISION TUMOR, SOFT TISSUE OF BACK 3 CM",2300.0,"excision tumor, soft tissue of back 3 cm"
"EXT TUBE URINARY 18"" 731900",5.5,"ext tube urinary 18"" 731900"
EXTENDED MONITOR GREAT 7 DAYS TO 15 DAYS,590.0,extended monitor great 7 days to 15 days
EXTENDED MONITOR GREATER 48HRS TO 7 DAYS,575.0,extended monitor greater 48hrs to 7 days
EXTENDED MONITORING >48-7DAYS,60.0,extended monitoring >48-7days
EXTENDED MONITORING >7 DAYS-15 DAYS,60.0,extended monitoring >7 days-15 days
EXTENDED RECOVERY ADDITIONAL HOURS,55.0,extended recovery additional hours
EXTENDED RECOVERY INITIAL HOUR,200.0,extended recovery initial hour
"EXTENSION SET 30"" STANDARD BORE",4.0,"extension set 30"" standard bore"
EXTENSION SET MINI VOLUME,8.0,extension set mini volume
EXTENSION SET T-CONNECTOR,2.0,extension set t-connector
EXTRACTABLE NUCLEAR ANTI,175.0,extractable nuclear anti
EXTRICATION COLLAR ADULT,25.0,extrication collar adult
EXTRICATION COLLAR PEDIATRIC,38.0,extrication collar pediatric
EXTRICATION COLLAR TALL STIFNECK 260206,38.0,extrication collar tall stifneck 260206
EYE TRAY,19.0,eye tray
EZ-IO 15 MM INTRAOSSEOUS NEEDLE SET,399.0,ez-io 15 mm intraosseous needle set
EZ-IO 25 MM INTRAOSSEOUS NEEDLE SET,382.0,ez-io 25 mm intraosseous needle set
EZ-IO 45 MM INTRAOSSEOUS NEEDLE SET,382.0,ez-io 45 mm intraosseous needle set
EZ-IO STABILIZER,72.0,ez-io stabilizer
EZETIMIBE TAB [10 MG],38.0,ezetimibe tab [10 mg]
EZPAP MANOMETER,45.0,ezpap manometer
"F-18 FDG DIAG, PER STUDY UP TO 45 MCI",120.0,"f-18 fdg diag, per study up to 45 mci"
FACTOR 2 ACTIVITY,142.0,factor 2 activity
FACTOR IX,164.0,factor ix
FACTOR V LEIDEN GENE ANALYSIS,405.0,factor v leiden gene analysis
FACTOR VIII,343.0,factor viii
FAMOTIDINE TAB [10 MG],2.5,famotidine tab [10 mg]
FAMOTIDINE VIAL [20 MG / 2 ML],10.0,famotidine vial [20 mg / 2 ml]
"FASCIECTOMY, PLANTAR FASCIA",2835.0,"fasciectomy, plantar fascia"
FAT/LIPIDS FECES,95.0,fat/lipids feces
FB TIB BASE SZ 3 CEM,3014.0,fb tib base sz 3 cem
FB TIB BASE SZ 5 CEM,3014.0,fb tib base sz 5 cem
FECAL FAT 48 HR QUANTITATIVE,221.0,fecal fat 48 hr quantitative
FECAL LACTOFERRIN,142.0,fecal lactoferrin
FECAL WBC,75.0,fecal wbc
FEEDING TUBE: 8 FR (KENDALL),8.0,feeding tube: 8 fr (kendall)
FELBAMATE,60.0,felbamate
FEMORAL STEM COLLARED STD SZ6,5940.0,femoral stem collared std sz6
FEMORAL STEM HEAD 36 MM -2,1575.0,femoral stem head 36 mm -2
FENTANYL 25MCG/HR PATCH,16.0,fentanyl 25mcg/hr patch
FENTANYL 50MCG/HR PATCH,16.0,fentanyl 50mcg/hr patch
FENTANYL PATCH [12 MCG/HR],23.0,fentanyl patch [12 mcg/hr]
FENTANYL VIAL [100 MCG / 2 mL],10.0,fentanyl vial [100 mcg / 2 ml]
FERAHEME 510MG/17ML VIAL IV,606.0,feraheme 510mg/17ml vial iv
FERRIC CARBOXY VIAL [750 MG/15 mL],1810.0,ferric carboxy vial [750 mg/15 ml]
FERRITIN,140.0,ferritin
FERROUS SULFATE 325MG TAB,2.5,ferrous sulfate 325mg tab
FETAL FIBRONECTIN,701.0,fetal fibronectin
FETAL SCALP ELECTRODE,17.0,fetal scalp electrode
"FIBERTAPE COLLAGEN COATED 2MM X 7"" BLUE",350.0,"fibertape collagen coated 2mm x 7"" blue"
FIBRINOGEN ACTIVITY,125.0,fibrinogen activity
FILTER PUREVIEW PLUME,81.0,filter pureview plume
FINE NEEDLE ASP BIOPSY; U/S GUIDE 1 LES,1250.0,fine needle asp biopsy; u/s guide 1 les
FINE NEEDLE ASP BX; U/S GUIDE EA ADD LES,550.0,fine needle asp bx; u/s guide ea add les
FINE NEEDLE ASP/TECH COMP,112.0,fine needle asp/tech comp
FIXATION PIN 1.1 MM SMALL - TEMP,463.0,fixation pin 1.1 mm small - temp
FIXATION POST MODULAR CENTRAL 25MM,1946.0,fixation post modular central 25mm
FK506 (PROGRAF) TEST,230.0,fk506 (prograf) test
FLAGYL 500MG/100ML BAG IV,10.0,flagyl 500mg/100ml bag iv
FLECAINIDE,84.0,flecainide
FLECAINIDE ACETATE 50MG TAB,2.5,flecainide acetate 50mg tab
FLEETS ENEMA 133ML SOL,5.0,fleets enema 133ml sol
FLOMAX 0.4MG CAPSULE,2.5,flomax 0.4mg capsule
FLOW CYTOMETRY 16 OR MORE MARKERS,290.0,flow cytometry 16 or more markers
FLOW CYTOMETRY ADDITION TO FIRST M,166.0,flow cytometry addition to first m
"FLOW CYTOMETRY, CELL SURFACE FIRST M",230.0,"flow cytometry, cell surface first m"
FLUDROCORTISONE TAB [0.1 MG],3.0,fludrocortisone tab [0.1 mg]
FLUID CELL COUNT,150.0,fluid cell count
FLULAVAL SYR [0.5 mL],95.0,flulaval syr [0.5 ml]
FLUMAZENIL VIAL [0.5 MG/5 mL],19.0,flumazenil vial [0.5 mg/5 ml]
FLUORESCENT ANTIBODY EACH,190.0,fluorescent antibody each
FLUOROGUIDE VAD PLACEMENT,1020.0,fluoroguide vad placement
FLUOROSCOPY 1HR PHYSICIAN PROFESS TIME,618.0,fluoroscopy 1hr physician profess time
FLUOXETINE [10 MG],2.5,fluoxetine [10 mg]
FLUTICASONE NASAL SPRAY [50 MCG / ACT],19.0,fluticasone nasal spray [50 mcg / act]
FLUZONE PF HD 65 SYR  [0.5 ML] (3569RHC),188.0,fluzone pf hd 65 syr [0.5 ml] (3569rhc)
FNA INTERPRETATION & REPORT,155.0,fna interpretation & report
FOLIC ACID 1MG TAB ORAL,2.5,folic acid 1mg tab oral
FOLIC ACID SERUM,150.0,folic acid serum
FORCEP GRASPING 3-PRONG,209.0,forcep grasping 3-prong
FOSPHENYTOIN VIAL [500 PE / 10 mL],82.5,fosphenytoin vial [500 pe / 10 ml]
FRACTURE RADIUS DISTAL W/MANIPULATIO,1400.0,fracture radius distal w/manipulatio
FRACTURE RADIUS DISTAL W/MANIPULATION,1235.0,fracture radius distal w/manipulation
FRESH FROZEN PLASMA,198.0,fresh frozen plasma
FULPHILA SYR [6 MG/ 0.6 mL],2633.0,fulphila syr [6 mg/ 0.6 ml]
FUSION PLATE MTP LEFT 0 DEG MEDIUM,5783.0,fusion plate mtp left 0 deg medium
G-6-PDH QUANT.,164.0,g-6-pdh quant.
"G-WIRE W/TROCAR TIP 0.094""X8""",94.0,"g-wire w/trocar tip 0.094""x8"""
GABAPENTIN ER TAB [600 MG],47.0,gabapentin er tab [600 mg]
GALACTOSE,37.0,galactose
GALACTOSE SCREEN,34.0,galactose screen
GALECTIN-3,160.0,galectin-3
GAMMAGLOBULIN 1gA 1gD 1gG,150.0,gammaglobulin 1ga 1gd 1gg
"GAMMAGLOBULIN, IMMUNOGLOBULIN SUBCLASSES",250.0,"gammaglobulin, immunoglobulin subclasses"
"GARNERELLA VAGINALIS DNA, DIRECT PROBE",121.0,"garnerella vaginalis dna, direct probe"
GAS SAMPLING LINE 10' 73319-HEL,9.5,gas sampling line 10' 73319-hel
GASES BLOOD 2 OR MORE,260.0,gases blood 2 or more
GASES BLOOD pH ONLY,105.0,gases blood ph only
GASTRIC LAVAGE KIT PEDIATRIC 24 FR,38.0,gastric lavage kit pediatric 24 fr
GASTRIN,160.0,gastrin
GASTROCNEMIUS RECESSION,3505.0,gastrocnemius recession
"GAUZE STERILE 4"" X 4""",4.0,"gauze sterile 4"" x 4"""
GC/MS CONFIRMATION,153.0,gc/ms confirmation
GELFOAM SPONGE,33.0,gelfoam sponge
GENERAL HEALTH PANEL,419.0,general health panel
GENTAK 0.3% OPTH SOL 5ML BOTTLE,17.0,gentak 0.3% opth sol 5ml bottle
GENTAMICIN,209.0,gentamicin
GENTAMICIN VIAL [80 MG/2 ML],49.0,gentamicin vial [80 mg/2 ml]
GI PATHOGEN PANEL W/REFLUX (MOLDX ZB002),735.0,gi pathogen panel w/reflux (moldx zb002)
GIARDIA,140.0,giardia
GLASS EVACUATION CONTAINER 1000ML,46.0,glass evacuation container 1000ml
GLENOSPHERE LATERALIZED 33+4 24MM,3533.0,glenosphere lateralized 33+4 24mm
GLENOSPHERE VERSA-DIAL +3MM 36MM,3035.0,glenosphere versa-dial +3mm 36mm
"GLIADIN ANTBODY, EACH IMMUNOGLOBIN",190.0,"gliadin antbody, each immunoglobin"
GLIDESCOPE BLADE SIZE 1,78.0,glidescope blade size 1
GLIDESCOPE BLADE SIZE 2,78.0,glidescope blade size 2
GLIDESCOPE BLADE SIZE 3,77.0,glidescope blade size 3
GLIDESCOPE BLADE SIZE 4,77.0,glidescope blade size 4
GLIPIZIDE TAB [5 MG],2.5,glipizide tab [5 mg]
GLUCAGEN KIT [1 MG],432.0,glucagen kit [1 mg]
GLUCOPHAGE (METFORMIN) 500MG TAB,2.5,glucophage (metformin) 500mg tab
GLUCOSE EA ADDITIONAL,80.0,glucose ea additional
GLUCOSE POST GLUCOSE DSE,60.0,glucose post glucose dse
GLUCOSE QUANT,55.0,glucose quant
GLUCOSE REAGENT STRIP,43.0,glucose reagent strip
GLUCOSE SURE STEP,48.0,glucose sure step
GLUCOSE TOLERANCE TEST (3 SPEC),180.0,glucose tolerance test (3 spec)
"GLUCOSE,BODY FLUID, OTHER THAN BLOOD",77.0,"glucose,body fluid, other than blood"
GLUTAMYLTRANS GAMMA (GGT),75.0,glutamyltrans gamma (ggt)
GLUTOSE 15 40% 37.5 GM GEL,13.0,glutose 15 40% 37.5 gm gel
GLYCATED PROTEIN/FRUCTOSAMINE,115.0,glycated protein/fructosamine
GONADOTROPIN (FSH),155.0,gonadotropin (fsh)
GONADOTROPIN CHOR (hCG),150.0,gonadotropin chor (hcg)
GONADOTROPIN LUTEINIZING,150.0,gonadotropin luteinizing
GONORRHEA PCR,145.0,gonorrhea pcr
GORE HERNIA PLUG,490.0,gore hernia plug
GRASPING FORCEPS POLYGRAB DISPOSABLE TRI,199.0,grasping forceps polygrab disposable tri
GROUP A STREP AG SCREEN,90.0,group a strep ag screen
GROUP A STREP BY DNA AMPLIFICATION,140.0,group a strep by dna amplification
GROWTH HORMONE (HGH),130.0,growth hormone (hgh)
GSB BY PCR,200.0,gsb by pcr
GUAIFENESIN TAB [400MG],2.5,guaifenesin tab [400mg]
"GUIDEWIRE .045"" W/TROCAR TIP LASER LINE",94.0,"guidewire .045"" w/trocar tip laser line"
GUIDEWIRE .062 W/TROCAR TIP,94.0,guidewire .062 w/trocar tip
"GUIDEWIRE .45"" TROCAR TIP LASER THREADED",109.0,"guidewire .45"" trocar tip laser threaded"
GUIDEWIRE 1.4MM,109.0,guidewire 1.4mm
"GUIDEWIRE HYDROPHILIC TIP 0.035""X150CM",243.0,"guidewire hydrophilic tip 0.035""x150cm"
H PYLORI ANTIGEN TEST,236.0,h pylori antigen test
HALDOL 5MG/1ML AMPULE IM/IV,10.0,haldol 5mg/1ml ampule im/iv
HAMMERTOE DEFORMITY CORRECTION,2500.0,hammertoe deformity correction
HAPTOGLOBIN QUANT,125.0,haptoglobin quant
HEAD AND NECK PACK,45.0,head and neck pack
"HEART IMAGING, MULITIPLE STUDIES",4390.0,"heart imaging, mulitiple studies"
HEART START SMART PAD SET,149.0,heart start smart pad set
HEAT THERAPY DISPOSABLE PAD (13x18),47.0,heat therapy disposable pad (13x18)
HEAT THERAPY DISPOSABLE PAD (18X26),18.0,heat therapy disposable pad (18x26)
HEMATOCRIT,45.0,hematocrit
"HEMIPHALANGECTOMY, TOE, PROXIMAL END EA",3915.0,"hemiphalangectomy, toe, proximal end ea"
"HEMOCCULT, DIAGNOSTIC",40.0,"hemoccult, diagnostic"
"HEMOCHROMATOSIS, HEREDITARY",479.0,"hemochromatosis, hereditary"
HEMOGLOBIN,45.0,hemoglobin
HEMOGLOBIN (RBC) FETAL,130.0,hemoglobin (rbc) fetal
HEMOGLOBIN FETAL CHEM,194.0,hemoglobin fetal chem
HEMOGLOBIN GLYCATED,95.0,hemoglobin glycated
HEMOGLOBIN METHEMOGLOBIN,115.0,hemoglobin methemoglobin
"HEMOGLOBIN,ELECTROPHOR",79.0,"hemoglobin,electrophor"
HEMOGLOBINOPATHY SCREEN,120.0,hemoglobinopathy screen
HEMORRHOIDECTOMY INTER/EXTER 2+ COLUMNS,4075.0,hemorrhoidectomy inter/exter 2+ columns
"HEMORRHOIDECTOMY, SIMPLE LIGATURE",825.0,"hemorrhoidectomy, simple ligature"
HEP B ANTIGEN NEUTRALIZATION,115.0,hep b antigen neutralization
HEPARIN ASSAY,182.0,heparin assay
"HEPARIN PREMIX [12,500 UNITS / 250 mL]",35.0,"heparin premix [12,500 units / 250 ml]"
HEPARIN SODIUM FLUSH 500U/5ML SYR INJ,10.0,heparin sodium flush 500u/5ml syr inj
"HEPARIN VIAL [10,000 UNITS / mL]",12.0,"heparin vial [10,000 units / ml]"
HEPARIN VIAL [5000 UNITS/1 mL],10.0,heparin vial [5000 units/1 ml]
HEPATIC FUNCTION PANEL,150.0,hepatic function panel
HEPATITIC C. QUANTITATIVE,592.0,hepatitic c. quantitative
"HEPATITIS A ANTIBODY, TOTAL",152.0,"hepatitis a antibody, total"
HEPATITIS B CORE ANTIBODY,134.0,hepatitis b core antibody
"HEPATITIS B CORE ANTIBODY, TOTAL",140.0,"hepatitis b core antibody, total"
"HEPATITIS B DNA, QUANT",408.0,"hepatitis b dna, quant"
HEPATITIS B SURFACE ANTIBODY,145.0,hepatitis b surface antibody
HEPATITIS B SURFACE ANTIGEN,122.0,hepatitis b surface antigen
HEPATITIS C,132.0,hepatitis c
"HEPATITIS C, RNA, AMP, PROBE",410.0,"hepatitis c, rna, amp, probe"
HEPATITIS IgM ANTI HAV,129.0,hepatitis igm anti hav
HEPATITIS PANEL ACUTE W/ REFLEX,340.0,hepatitis panel acute w/ reflex
HEPATOBILIARY IMAGING W/ GBEF,1960.0,hepatobiliary imaging w/ gbef
HEPATOBILIARY IMAGING W/O CONTRST,1695.0,hepatobiliary imaging w/o contrst
HERPES SIMPLEX TEST,110.0,herpes simplex test
HERPES SIMPLEX TEST TYPE 2,110.0,herpes simplex test type 2
HERPES SIMPLEX VIRUS,364.0,herpes simplex virus
"HERPES SIMPLEX, NON-SPECIFIC TYPE TEST",145.0,"herpes simplex, non-specific type test"
HEXAGONAL PHOSPHOLIPID NEUTRALLZATION,254.0,hexagonal phospholipid neutrallzation
HIBICLENS 120 ML BOTTLE,14.0,hibiclens 120 ml bottle
HIP ABDUCTOR PILLOW,76.0,hip abductor pillow
HIP JOINT LINER 36MM ID X 54MM OD,1890.0,hip joint liner 36mm id x 54mm od
HIS TOPLASMA CAPSULATUM,314.0,his toplasma capsulatum
HISTOPLASMA ANTIBODIES BY CF,105.0,histoplasma antibodies by cf
HIV - 2,130.0,hiv - 2
HIV-1,115.0,hiv-1
HIV-1 AG W/HIV-1 & HIV-2 AB,110.0,hiv-1 ag w/hiv-1 & hiv-2 ab
HIV-1 BY QUANTITATIVE PCR,300.0,hiv-1 by quantitative pcr
HIV-1/HIV-2 SINGLE ASSAY,110.0,hiv-1/hiv-2 single assay
HLA-B27,261.0,hla-b27
HOME SLEEP STUDY,520.0,home sleep study
HOMOCYSTINE SERUM,232.0,homocystine serum
HPV INFECTIOUS AGENT DETECTION,150.0,hpv infectious agent detection
HPV INFECTIOUS AGENT REFLEX,116.0,hpv infectious agent reflex
"HUBER NEEDLE - 20G 1""",25.0,"huber needle - 20g 1"""
HUBER NEEDLE SET 20GX1.5 LH0038,38.0,huber needle set 20gx1.5 lh0038
"HUBER NEEDLE- 20G 1.5""",21.0,"huber needle- 20g 1.5"""
HUMALOG KWIKPEN PER 5 UNITS,60.0,humalog kwikpen per 5 units
HUMERAL BEARING STANDARD 36 MM PRLNG,2560.0,humeral bearing standard 36 mm prlng
HUMERAL BEARING STANDARD 36MM,3248.0,humeral bearing standard 36mm
HUMERAL BEARING STANDARD 36MM +3 VITE,3248.0,humeral bearing standard 36mm +3 vite
HUMERAL INSERT 33 +3MM,2079.0,humeral insert 33 +3mm
HUMERAL STEM MICRO SIZE 10,8510.0,humeral stem micro size 10
HUMERAL STEM MICRO SZ 11,8510.0,humeral stem micro sz 11
HUMERAL STEM MICRO SZ 12,8559.0,humeral stem micro sz 12
HUMERAL STEM MICRO SZ 8,8510.0,humeral stem micro sz 8
HUMERAL STEM MICROA SZ 9,8510.0,humeral stem microa sz 9
HUMERAL STEM SZ 6,3817.0,humeral stem sz 6
HUMERAL TRAY NEUTRAL EXT 6MM,4099.0,humeral tray neutral ext 6mm
HUMERAL TRAY NEUTRAL STANDART +0MM,4099.0,humeral tray neutral standart +0mm
HYALURONIDASE VIAL [150 UNITS / mL],158.0,hyaluronidase vial [150 units / ml]
HYCET ORAL SOLN [2.5MG/108 MG/5 ML],3.0,hycet oral soln [2.5mg/108 mg/5 ml]
HYDRALAZINE HCL 25MG TAB,2.5,hydralazine hcl 25mg tab
HYDRALAZINE VIAL [20 MG/ 1 ML],21.0,hydralazine vial [20 mg/ 1 ml]
"HYDRATION IV INFUSE, INIT, UP TO 1HR",410.0,"hydration iv infuse, init, up to 1hr"
"HYDRATION, EACH ADD'L HR, UP TO 8 HR",160.0,"hydration, each add'l hr, up to 8 hr"
HYDROCHLOROTHIAZIDE 12.5 MG,2.5,hydrochlorothiazide 12.5 mg
HYDROCORTISON ACETATE SUPP [25 MG],5.0,hydrocortison acetate supp [25 mg]
HYDROCORTISONE CREAM [2.5%],8.0,hydrocortisone cream [2.5%]
HYDROCORTISONE TAB [5 MG],2.5,hydrocortisone tab [5 mg]
HYDROGEN PEROXIDE 3% 4 OZ,4.0,hydrogen peroxide 3% 4 oz
HYDROMORPHONE VIAL [1 MG / mL],21.0,hydromorphone vial [1 mg / ml]
HYDROXYCHLOROQUINE TAB [200 MG],3.0,hydroxychloroquine tab [200 mg]
HYDROXYINDOLACETIC-HIAA,285.0,hydroxyindolacetic-hiaa
HYDROXYPROGESTERONE,140.0,hydroxyprogesterone
HYSTEROSCOPY W/ ENDOMETRIAL ABLATION,3500.0,hysteroscopy w/ endometrial ablation
I&D ISCHIORECTAL/PERIRECTAL ABSCESS (SP),2415.0,i&d ischiorectal/perirectal abscess (sp)
IBUPROFEN 200MG TAB,2.5,ibuprofen 200mg tab
IBUPROFEN ORAL SUSP [100MG/5ML],4.0,ibuprofen oral susp [100mg/5ml]
ICD EVALUATION DUAL,90.0,icd evaluation dual
ICD EVALUATION MULTI,90.0,icd evaluation multi
ICD EVALUATION SINGLE,65.0,icd evaluation single
ICD INTERROGATION,65.0,icd interrogation
ICE BAG,4.5,ice bag
ICE PACK - SOFT,9.5,ice pack - soft
"ID, BACTERIAL",100.0,"id, bacterial"
IMITREX 6MG SQ,27.0,imitrex 6mg sq
